feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,Purchase
1.4708480797171202,-0.3604500349721059,-0.591601788478004,-0.728227934075907,0.941689788352247,1.065963719731826,0.01783225452975753,-0.5961838688451024,1.8407123308494975,-1.4970928966436117,-1.202671507771992,-0.6039675144875425,2.8992558245414806,0.03756685870725232,-1.2495228835952368,0.25796269219921464,0.4166277151522224,1.4082084326957718,-1.838040660792271,-0.8331415233289663,1
4.513369096850683,-2.2271030357520765,-1.1407474161824607,2.018262584731395,-2.238357685176191,-0.49736953314026283,0.7145497614635058,0.9388833153720995,-2.395169317513033,0.15983675761088945,0.13394188295201317,1.4614990827553758,3.9541712477524675,0.3090544381042879,0.5381840760606269,-7.157864698637344,-4.53221590306436,-0.08179955347087087,-9.32536185307987,0.574386351133876,1
-2.3556434235645876,2.2186014621184484,-1.6032692503126351,0.8733937439215353,0.40148310163780565,0.7172635437832151,-0.8593992108172007,-1.04219021492138,-2.1759651635015964,0.9802308398956829,1.4985463606698537,0.5444338239034117,-2.466257953756016,-0.47025571626635737,0.07301843867875568,-2.203531302396393,-2.2992625816341477,-1.7427609375842528,-0.27157945768521885,-0.35928530430641653,0
-1.5961984381371241,-0.8574272400027707,1.7724336563499823,-0.639361281527026,1.4194090709509926,-0.43852450560498196,0.28194887380905115,2.3451447234710336,1.0062296174473875,0.3891351807136445,0.238566126142076,-1.0250508969745709,-2.422974575925318,1.5798069574015499,-0.30071336372092894,4.26712005055261,2.8937751374064606,1.2366972773578149,6.034785453185586,-0.045710754645827495,0
2.8400489223571164,-2.4896002093666216,-0.8449020821702085,-1.5943617944420723,-4.688516860013304,0.45963731807481595,0.9136072175680342,-1.1435048125463358,1.263937282681694,-2.040927770484745,0.6756644532569765,4.176423682994823,1.341742327059995,0.1335654155359782,1.7438193310994725,1.531188305138527,2.2698079978592083,0.05348895364493855,-3.1511094957597243,1.6037018554669304,0
1.5805870754086482,0.4357683582271774,0.18409604793867662,-2.4071140619434392,-3.6353294926850728,-0.5927992331786469,-0.023393960243946223,-2.167271609528518,2.016956646233224,-1.7056691667740158,-1.1013266287697099,-3.2688300227665046,2.773556648024516,-2.382762352073065,2.7124256930148585,5.901930997231915,0.09122446799216188,-0.11674086645336945,-1.1300364066956603,-0.48016958420723416,0
2.0196055173114806,-3.926191012793631,-3.545441961439047,-0.3930299571437279,1.111432054497875,-0.09427271723096599,0.18146106348063867,-0.10164087439060698,-4.912844527884811,-1.8108071286290333,0.039569724133648135,-0.3151095819950902,-9.946681004577197,-1.3135277983539944,1.1654448173413745,8.872096379572179,6.3902533300564865,-3.850770458644704,-1.7445995625031552,-0.1439999777016611,0
0.9361688824550161,0.4012950472612038,1.7092922188510284,1.0508259132781959,-1.644753105103126,1.5301856237965608,-0.6421271738316033,-0.06769559501269251,-0.6854015595354915,0.04367034558241456,0.4021978249123513,-0.7786012488484926,1.741081291828921,-2.0265777765994355,1.8232217637194612,-0.9504233532317284,-0.3423473503005896,-0.4480393645606725,-0.5265758114826404,-0.3146014474420489,0
1.3233448425509255,1.016132059267452,1.806313175932521,1.2036805423468955,-0.22040674310400238,0.6098125198747528,0.3777117601138336,-1.9230505589179563,1.461839986314469,-2.775015095393859,1.3429563316312263,-1.9078776407900027,4.56785400895771,1.7533751987243156,2.755434697733712,3.2685774471642897,2.97958032233417,1.8490945003339945,1.312568314254401,-1.3180920357955057,0
-0.09628968427102014,-0.3287780407200087,0.37465246656946327,0.6829085609166972,-0.00298354699491727,0.7082662196573998,0.7756752996156893,-0.6357831132257853,-0.39494454878770524,0.37393057689764775,0.011369908798494166,1.4751547945540042,-0.2924346816507801,1.889282454250252,-0.43185659398785536,-3.6928688146047235,-1.2131369147447386,-1.8054129293123602,-2.938012182791566,0.7834656483247346,0
-0.7559441375639462,0.46418257006200836,0.9457827912615724,1.845720779601408,3.7167817922176534,0.5888319515419477,0.16696762333416318,1.2974169188694127,0.2824467631309528,0.3924525663133549,-0.6107626557317373,-3.3367991863975637,1.6095585955433362,1.460680332129137,0.2199243373170643,1.9055599009354653,0.022379613312352387,3.215991375621206,3.902606799519111,0.7859740988654604,0
-1.4443658641966695,3.0986178150671075,2.8088161989288913,-0.7132395578786699,-3.229862631386312,0.42698368386209967,-0.6545649415957304,-5.438686951183697,5.506366517076971,0.21859397216716325,1.1078232824168008,3.4690912463903727,5.955141085851606,0.11033543315937581,3.2802715664991378,2.0443662608916515,3.3598155714451763,2.9933084313083813,7.358102898177841,-0.07046034046599581,0
2.898364843526575,1.4996589815214478,0.04337672833454187,-4.678599981153914,-7.424830798949955,-1.063258686531278,-0.5532410018397994,-1.3057068403142045,1.3163198989933245,0.11403117085332704,-0.04798579485058113,-2.853607785506616,2.567373438764732,-0.5737031442926516,2.056422635638369,5.290982378385627,-0.13855522602978132,-0.7750661689995242,0.22341416387764274,-0.4596052987574804,1
3.4157921946652086,-1.308023505433988,-1.4281318764093558,0.01652503381073145,-0.9155491590832499,-0.466227391717112,-1.0414529517748186,-1.0451953921051456,-2.6339277652554998,-3.069723577488493,0.5484632735405707,-0.7571355588294497,-1.7443601273769875,1.0033658927291456,0.945557612964218,2.828816413438336,3.6085589875986006,-2.6863589933637027,-4.747500271093112,-0.39039446711714254,0
3.7829107930112595,-2.6767044109369107,-0.9132026984540899,1.7951347001822464,0.957729723457943,-0.15723639202855216,-0.05892635452305161,0.1853360987029129,-0.7102226312607502,0.10834807381943956,2.1069401822631857,1.0967972773009877,3.500679996665283,0.4857471474554596,-1.102631258611276,-6.06444403342532,-2.8888094226893557,0.4545878676122027,-7.938302307333519,0.8381772195994377,1
0.2697382046479859,0.7646164052582951,-0.5889323619503772,-2.5053384123211466,-3.4050481995697797,0.10650540141918646,-0.5426968739026136,3.870751046221272,-1.704880421960433,0.6963735742528118,0.7458565180985776,-0.638683752624772,-2.0991146055899166,0.9192610916812918,-1.386674807682922,0.17363179245527843,-0.9313211829699474,-0.6307614348466752,1.4475596461694649,-1.4345808609043489,1
3.1160157137108957,-2.972799919127352,0.8510492285618181,2.077139156780513,2.8533895049588236,1.4673759883276782,-0.7966125696279787,-0.5150554810704184,1.2620537723427483,1.6311357447045858,0.7536442816334635,1.8903099687932676,3.8524272463181455,0.020013805001610485,-1.3345360144611613,-4.729797544514207,-0.1282207001534963,2.244876630100373,-2.784777351768154,2.9695095077456646,1
2.95653808351985,-3.122052312208694,-2.574420334103814,-3.672422925715819,-2.7168903196896,-0.11648835263103476,0.4892118246643012,-1.0002827933000527,-0.8903377496899878,-3.416850587021961,-0.07502700039680087,-2.3701292061291417,-5.0545389091511765,0.44049449616333775,1.8361346386958641,11.447429126110114,5.03491579168727,-2.9386251444209788,-2.8060020999694872,-0.3827784017095585,0
-2.127964976769075,2.5317634814794965,0.21382092303620093,-0.7820586359343606,-2.1705300399148233,-0.0029454113325951153,-1.0588580088579944,0.18078263558291696,-0.1991544283684763,-2.110156539853068,0.11316001139278317,1.2184669944619193,-1.191593864461801,-2.1811752376656774,0.7004612967166481,1.4043801938596203,2.075658008332125,-0.717548553224097,3.0666124897898643,0.2632654875753966,1
1.68767079251016,2.905312795708927,0.04541095177832566,-1.2233128127972497,0.3096095471579441,-1.911642210919043,-0.22056253440898946,-2.5614508998116596,1.1652028880724752,-0.6190010861552833,0.20431988398831977,0.19504475145067934,2.670343312391677,-1.356545052286539,-1.96736770831905,-0.07353683102970195,4.284887237824131,0.6104354855283203,2.7294369206933173,-0.6481324338877777,1
-3.3499120055487785,0.3019867288135968,0.499552184323663,-0.950996377896488,-3.1810202573532678,1.3225484628316608,-0.8594381867953109,-3.6414492396319633,1.7787255963734545,-2.6042881740012884,1.623843744269257,2.8711811290235714,-2.774173921193078,1.4168340821388028,3.862857531603393,4.605497475825217,2.1380503818743923,-2.8464166830015944,0.528645208865802,-0.6759376648038271,0
